0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19
4.418,1.275,7.871,2.52,5.092,0.598,9.347,6.609,0.907,48.361,0.656,0.237,0.506,0.075,0.075,0.7,0.605,13.921,2.638,3
4.447,1.364,8.8,3.933,5.65,0.636,7.311,5.17,0.907,43.435,0.667,0.216,0.455,0.08,0.08,0.682,0.684,8.895,2.109,3
4.885,1.436,10.207,5.333,8.559,0.642,11.044,7.809,0.922,62.1,0.682,0.233,0.599,0.069,0.069,0.738,0.723,24.596,3.507,4
4.371,1.393,8.091,4.006,4.931,0.697,6.572,4.647,0.919,47.118,0.584,0.365,0.481,0.096,0.096,0.788,0.684,8.895,2.109,3
4.58,1.341,9.515,3.942,6.643,0.545,9.65,6.824,0.894,43.501,0.637,0.29,0.57,0.035,0.035,0.65,0.672,26.224,3.621,4
4.772,1.421,10.364,5.22,7.971,0.658,7.024,4.967,0.912,44.519,0.667,0.303,0.526,0.079,0.079,0.671,0.783,14.087,2.654,5
4.63,1.432,14.6,6.996,8.009,0.719,8.69,6.145,0.934,65.705,0.664,0.268,0.608,0.062,0.062,0.763,0.654,11.115,2.357,5
4.65,1.418,7.696,4.145,6.299,0.701,9.32,6.591,0.931,65.291,0.701,0.298,0.5,0.048,0.048,0.79,0.649,15.568,2.79,3
4.54,1.4,18.75,8.242,7.955,0.553,9.584,6.777,0.896,44.158,0.637,0.283,0.503,0.068,0.068,0.696,0.741,29.63,3.849,1
4.923,1.469,10.0,5.647,8.711,0.662,7.543,5.333,0.915,48.02,0.692,0.356,0.544,0.022,0.022,0.7,0.688,15.125,2.75,3
4.34,1.35,17.167,7.029,6.692,0.699,7.094,5.016,0.923,51.08,0.612,0.333,0.444,0.095,0.095,0.778,0.857,15.429,2.777,2
4.371,1.266,9.586,3.09,5.5,0.532,8.876,6.277,0.888,39.613,0.676,0.271,0.543,0.048,0.048,0.612,0.608,18.843,3.069,3
4.821,1.563,15.75,9.002,9.224,0.492,7.811,5.523,0.872,32.765,0.627,0.278,0.494,0.038,0.038,0.589,0.614,16.568,2.878,1
4.691,1.418,11.318,5.553,7.759,0.643,10.14,7.17,0.92,58.238,0.667,0.253,0.56,0.048,0.048,0.741,0.643,17.357,2.946,5
4.522,1.335,8.296,3.396,5.867,0.629,9.421,6.662,0.914,52.908,0.674,0.358,0.543,0.046,0.046,0.695,0.63,21.407,3.272,3
5.176,1.456,5.667,3.799,7.861,0.735,6.063,4.287,0.927,49.771,0.765,0.327,0.538,0.019,0.019,0.75,0.647,7.118,1.886,3
5.04,1.529,13.353,7.656,10.104,0.709,10.686,7.556,0.937,75.159,0.687,0.282,0.571,0.058,0.058,0.801,0.773,26.273,3.624,5
4.389,1.351,17.467,7.166,6.998,0.573,9.267,6.553,0.9,45.017,0.622,0.368,0.411,0.08,0.08,0.718,0.6,21.6,3.286,1
4.641,1.439,14.143,6.911,8.006,0.621,8.741,6.181,0.91,48.641,0.682,0.259,0.489,0.067,0.067,0.711,0.714,17.857,2.988,1
4.52,1.341,13.938,5.667,7.299,0.637,9.509,6.724,0.917,54.416,0.646,0.201,0.632,0.063,0.063,0.722,0.828,19.862,3.151,3
4.492,1.317,13.333,5.147,7.043,0.7,7.668,5.422,0.925,55.042,0.642,0.286,0.494,0.091,0.091,0.818,0.818,14.727,2.714,2
4.609,1.408,15.818,7.194,8.048,0.655,8.642,6.111,0.918,53.048,0.632,0.309,0.427,0.091,0.091,0.764,0.676,15.559,2.789,1
4.616,1.424,12.375,6.042,7.566,0.727,7.236,5.117,0.931,57.433,0.667,0.258,0.47,0.076,0.076,0.788,0.824,11.529,2.401,2
5.754,1.557,6.778,5.43,11.941,0.82,6.402,4.527,0.952,76.962,0.721,0.318,0.636,0.023,0.023,0.886,0.929,12.071,2.457,3
4.557,1.353,13.917,5.806,7.5,0.629,8.125,5.745,0.909,46.676,0.635,0.406,0.443,0.038,0.038,0.717,0.744,23.814,3.451,5
4.659,1.386,8.8,4.201,6.834,0.727,4.824,3.411,0.916,37.718,0.636,0.286,0.679,0.036,0.036,0.75,0.75,4.5,1.5,4
4.688,1.475,15.238,7.758,8.414,0.566,10.118,7.155,0.901,47.426,0.631,0.307,0.515,0.054,0.054,0.663,0.726,32.661,4.041,2
4.995,1.505,13.082,7.276,9.811,0.515,13.034,9.217,0.897,50.652,0.693,0.279,0.516,0.07,0.07,0.619,0.645,51.613,5.08,5
4.421,1.391,16.19,7.14,7.039,0.453,8.352,5.906,0.864,32.034,0.565,0.266,0.516,0.042,0.042,0.578,0.647,21.353,3.267,2
4.925,1.5,13.333,7.31,9.462,0.62,8.768,6.2,0.91,48.605,0.645,0.271,0.566,0.078,0.078,0.729,0.743,19.314,3.108,5
4.563,1.383,14.286,6.305,7.591,0.557,9.642,6.818,0.897,44.716,0.593,0.315,0.562,0.051,0.051,0.685,0.804,36.161,4.252,5
4.468,1.333,13.875,5.555,7.001,0.712,7.498,5.302,0.928,56.14,0.649,0.278,0.514,0.069,0.069,0.806,0.8,12.8,2.53,2
4.722,1.392,8.778,4.264,7.174,0.646,5.738,4.057,0.9,35.326,0.722,0.193,0.596,0.053,0.053,0.684,0.545,3.273,1.279,3
4.5,1.388,13.579,6.079,7.13,0.558,8.965,6.339,0.895,42.355,0.663,0.327,0.415,0.105,0.105,0.632,0.607,20.643,3.213,2
5.088,1.544,13.154,7.758,10.339,0.69,9.024,6.381,0.928,61.35,0.649,0.306,0.486,0.126,0.126,0.82,0.824,23.059,3.395,5
4.426,1.323,9.792,3.845,5.871,0.638,9.785,6.919,0.918,55.923,0.621,0.342,0.459,0.082,0.082,0.733,0.66,21.78,3.3,4
4.325,1.275,10.893,3.708,5.614,0.561,9.791,6.924,0.899,45.687,0.6,0.333,0.546,0.082,0.082,0.661,0.721,31.738,3.984,4
4.755,1.47,9.438,5.439,7.596,0.768,9.44,6.675,0.947,85.694,0.669,0.307,0.554,0.03,0.03,0.822,0.742,17.065,2.921,4
4.462,1.313,13.867,5.306,6.961,0.654,9.43,6.668,0.92,56.802,0.668,0.216,0.626,0.086,0.086,0.791,0.867,22.533,3.357,5
5.194,1.427,7.923,4.341,9.448,0.68,6.897,4.877,0.917,46.733,0.699,0.292,0.514,0.042,0.042,0.764,0.857,15.429,2.777,3
4.447,1.296,9.476,3.404,5.892,0.633,8.932,6.316,0.914,51.178,0.663,0.258,0.508,0.159,0.159,0.742,0.794,21.441,3.274,4
4.557,1.373,10.533,4.724,6.818,0.665,8.353,5.907,0.919,53.004,0.652,0.32,0.583,0.049,0.049,0.709,0.727,17.455,2.954,3
4.866,1.557,17.467,9.598,9.66,0.553,8.958,6.334,0.894,41.865,0.641,0.339,0.452,0.06,0.06,0.667,0.632,22.737,3.372,2
4.336,1.319,15.0,5.819,6.42,0.526,10.584,7.484,0.893,44.73,0.593,0.313,0.433,0.096,0.096,0.692,0.64,30.72,3.919,2
4.694,1.506,15.588,8.256,8.496,0.57,9.276,6.559,0.899,44.756,0.589,0.359,0.429,0.077,0.077,0.705,0.679,25.786,3.591,1
4.648,1.381,11.667,5.255,7.597,0.762,7.807,5.521,0.942,70.613,0.648,0.25,0.574,0.103,0.103,0.838,0.706,8.471,2.058,5
4.848,1.471,17.944,8.761,9.604,0.588,10.572,7.475,0.908,51.884,0.625,0.302,0.436,0.064,0.064,0.733,0.656,26.23,3.621,1
4.682,1.318,11.95,4.623,7.849,0.623,9.638,6.815,0.914,52.992,0.636,0.322,0.5,0.072,0.072,0.717,0.653,20.898,3.232,5
4.808,1.457,18.631,8.874,9.438,0.476,16.581,11.724,0.896,54.524,0.6,0.283,0.469,0.088,0.088,0.666,0.626,80.782,6.355,1
4.331,1.305,19.278,7.333,6.834,0.51,9.502,6.719,0.885,39.8,0.571,0.313,0.419,0.111,0.111,0.641,0.565,19.758,3.143,1
4.84,1.491,13.25,7.166,8.971,0.745,7.673,5.426,0.937,64.941,0.604,0.297,0.563,0.047,0.047,0.875,0.947,17.053,2.92,3
4.48,1.39,13.76,6.173,7.045,0.549,10.19,7.206,0.897,45.878,0.608,0.311,0.541,0.029,0.029,0.684,0.692,31.154,3.947,5
4.6,1.413,13.056,6.172,7.601,0.604,9.263,6.55,0.908,48.754,0.596,0.279,0.564,0.071,0.071,0.707,0.769,23.077,3.397,4
4.487,1.245,9.659,2.867,6.175,0.366,7.287,5.152,0.832,24.652,0.694,0.316,0.509,0.105,0.105,0.422,0.322,9.011,2.123,1
4.813,1.396,10.308,4.897,8.187,0.679,7.861,5.559,0.921,52.581,0.701,0.234,0.543,0.043,0.043,0.734,0.727,11.636,2.412,4
4.938,1.519,18.4,9.51,10.143,0.606,11.625,8.22,0.915,58.369,0.649,0.285,0.385,0.079,0.079,0.736,0.691,32.485,4.03,1
4.529,1.441,9.273,5.032,6.282,0.745,7.525,5.321,0.936,63.741,0.676,0.304,0.536,0.043,0.043,0.797,0.714,10.714,2.315,4
4.184,1.289,14.25,5.183,5.471,0.675,7.212,5.099,0.917,48.086,0.632,0.292,0.486,0.069,0.069,0.792,0.81,13.762,2.623,2
4.55,1.384,16.778,7.286,7.823,0.702,8.626,6.1,0.929,61.462,0.656,0.273,0.505,0.071,0.071,0.818,0.852,19.593,3.13,1
5.086,1.609,10.786,7.606,9.836,0.609,7.487,5.294,0.901,41.265,0.656,0.202,0.707,0.04,0.04,0.657,0.65,8.45,2.055,4
4.333,1.314,21.0,8.109,6.97,0.61,6.246,4.416,0.894,34.937,0.657,0.246,0.58,0.058,0.058,0.681,0.824,11.529,2.401,1
4.808,1.427,14.619,6.947,9.003,0.599,10.501,7.426,0.911,53.125,0.651,0.33,0.55,0.04,0.04,0.69,0.652,28.015,3.743,5
4.257,1.243,5.692,1.3,2.753,0.649,5.58,3.946,0.899,34.621,0.649,0.25,0.583,0.146,0.146,0.729,0.667,5.333,1.633,3
4.405,1.27,6.167,1.804,3.982,0.577,6.075,4.295,0.883,31.411,0.622,0.304,0.522,0.087,0.087,0.667,0.619,8.048,2.006,3
4.209,1.282,15.714,5.664,5.803,0.7,7.342,5.191,0.924,52.902,0.609,0.343,0.433,0.075,0.075,0.806,0.913,19.174,3.096,2
4.741,1.447,7.727,4.499,6.825,0.624,5.749,4.065,0.894,33.371,0.659,0.232,0.732,0.0,0.0,0.696,0.692,6.231,1.765,3
4.459,1.378,9.25,4.282,5.884,0.608,5.231,3.699,0.884,29.133,0.649,0.229,0.604,0.063,0.063,0.646,0.727,5.818,1.706,3
4.369,1.33,9.364,3.757,5.417,0.699,7.094,5.016,0.923,51.08,0.621,0.313,0.578,0.016,0.016,0.781,0.75,11.25,2.372,3
4.063,1.264,15.824,5.496,5.002,0.457,7.499,5.303,0.86,29.593,0.587,0.285,0.506,0.057,0.057,0.525,0.489,10.756,2.319,2
4.566,1.342,15.2,6.175,7.73,0.625,7.706,5.449,0.906,44.123,0.625,0.347,0.421,0.084,0.084,0.726,0.758,18.939,3.077,1
4.509,1.308,9.939,3.72,6.383,0.601,10.878,7.692,0.912,54.75,0.625,0.229,0.566,0.054,0.054,0.727,0.553,14.383,2.682,3
4.25,1.35,16.667,6.84,6.139,0.68,6.8,4.808,0.916,46.165,0.62,0.355,0.419,0.097,0.097,0.758,0.864,16.409,2.864,2
4.891,1.359,8.364,3.704,7.954,0.69,9.363,6.62,0.929,63.294,0.739,0.301,0.478,0.11,0.11,0.728,0.585,14.049,2.65,3
4.873,1.378,11.125,5.012,8.729,0.581,9.486,6.708,0.903,46.773,0.652,0.287,0.471,0.132,0.132,0.701,0.84,35.28,4.2,5
4.62,1.435,9.818,5.174,6.967,0.694,7.217,5.103,0.922,51.12,0.602,0.338,0.569,0.046,0.046,0.785,0.727,11.636,2.412,3
4.738,1.416,9.933,4.994,7.66,0.698,8.52,6.025,0.928,59.992,0.678,0.347,0.505,0.069,0.069,0.713,0.714,17.857,2.988,4
5.009,1.534,17.0,9.14,10.409,0.615,9.148,6.469,0.91,49.709,0.643,0.268,0.507,0.042,0.042,0.697,0.737,20.632,3.212,1
4.575,1.283,10.273,3.558,6.848,0.619,6.585,4.656,0.899,37.691,0.593,0.254,0.582,0.119,0.119,0.701,0.824,11.529,2.401,4
4.806,1.398,8.606,4.261,7.58,0.542,9.138,6.462,0.892,41.454,0.637,0.276,0.564,0.033,0.033,0.624,0.66,21.78,3.3,5
4.533,1.384,17.396,7.525,7.79,0.419,12.712,8.989,0.872,40.739,0.595,0.392,0.401,0.098,0.098,0.57,0.54,62.586,5.594,1
4.922,1.492,14.846,7.808,9.673,0.58,8.062,5.701,0.897,40.913,0.637,0.228,0.577,0.049,0.049,0.699,0.714,14.286,2.673,1
4.58,1.391,13.5,6.088,7.565,0.568,8.853,6.26,0.897,42.908,0.543,0.341,0.432,0.098,0.098,0.705,0.6,16.2,2.846,2
5.16,1.583,11.077,7.413,10.319,0.701,8.417,5.951,0.929,60.05,0.639,0.304,0.587,0.076,0.076,0.826,0.857,20.571,3.207,4
4.81,1.48,7.692,4.874,7.192,0.62,6.2,4.384,0.896,35.632,0.59,0.22,0.695,0.034,0.034,0.746,0.769,7.692,1.961,3
4.62,1.42,7.143,3.952,5.836,0.71,7.1,5.02,0.926,53.054,0.65,0.246,0.6,0.031,0.031,0.8,0.875,12.25,2.475,3
4.142,1.224,9.571,2.585,4.219,0.716,8.293,5.864,0.932,62.47,0.642,0.291,0.523,0.081,0.081,0.791,0.88,19.36,3.111,4
4.744,1.432,9.615,5.058,7.593,0.68,7.603,5.376,0.92,51.177,0.672,0.25,0.619,0.071,0.071,0.774,0.857,15.429,2.777,4
4.347,1.326,15.833,6.236,6.589,0.695,6.771,4.788,0.92,48.194,0.611,0.362,0.414,0.069,0.069,0.776,0.905,17.19,2.932,2
4.586,1.436,10.231,5.346,6.899,0.722,8.324,5.886,0.933,63.906,0.692,0.283,0.554,0.054,0.054,0.772,0.692,12.462,2.496,4
4.741,1.424,13.9,6.64,8.525,0.669,7.888,5.578,0.919,51.122,0.691,0.24,0.531,0.073,0.073,0.75,0.913,19.174,3.096,3
4.451,1.356,10.577,4.54,6.238,0.516,8.563,6.055,0.882,37.159,0.647,0.326,0.438,0.073,0.073,0.579,0.5,14.5,2.693,4
4.839,1.415,9.833,4.945,8.191,0.669,7.273,5.142,0.916,47.583,0.653,0.26,0.545,0.104,0.104,0.805,0.85,14.45,2.688,4
4.272,1.348,10.533,4.426,5.228,0.639,8.035,5.682,0.912,47.599,0.589,0.333,0.462,0.097,0.097,0.774,0.903,25.29,3.556,4
4.58,1.357,17.231,7.144,8.041,0.656,9.822,6.945,0.922,59.125,0.647,0.283,0.531,0.055,0.055,0.786,0.805,26.561,3.644,1
4.935,1.521,13.694,7.702,9.576,0.56,12.43,8.79,0.906,54.453,0.667,0.28,0.498,0.1,0.1,0.687,0.696,44.522,4.718,5
4.704,1.407,12.0,5.697,7.98,0.639,6.64,4.695,0.904,40.015,0.648,0.286,0.629,0.014,0.014,0.657,0.75,11.25,2.372,4
4.354,1.331,12.393,4.954,6.109,0.571,10.629,7.516,0.904,49.845,0.591,0.254,0.541,0.068,0.068,0.746,0.712,26.327,3.628,5
4.498,1.389,19.182,8.277,7.754,0.55,7.986,5.647,0.888,37.77,0.583,0.317,0.512,0.073,0.073,0.659,0.718,20.103,3.17,1
5.0,1.411,11.25,5.449,9.469,0.811,7.695,5.441,0.953,87.929,0.689,0.274,0.581,0.048,0.048,0.903,0.941,15.059,2.744,3
5.3,1.567,12.0,7.577,11.307,0.867,6.713,4.747,0.965,109.1,0.75,0.267,0.667,0.044,0.044,0.867,0.917,10.083,2.245,5
4.635,1.445,11.722,6.039,7.539,0.531,7.71,5.452,0.882,35.153,0.725,0.229,0.647,0.026,0.026,0.542,0.714,17.857,2.988,3
5.027,1.482,20.0,9.695,10.772,0.718,10.652,7.532,0.939,77.424,0.723,0.283,0.572,0.038,0.038,0.799,0.778,27.222,3.689,5
4.333,1.273,10.0,3.335,5.42,0.62,7.593,5.369,0.905,42.977,0.62,0.323,0.516,0.086,0.086,0.688,0.733,16.133,2.84,3
4.296,1.333,12.273,4.93,5.761,0.652,7.574,5.356,0.913,46.845,0.607,0.232,0.585,0.073,0.073,0.793,0.842,13.474,2.596,2
4.904,1.466,12.167,6.451,9.132,0.712,6.086,4.304,0.921,46.025,0.685,0.34,0.56,0.02,0.02,0.76,0.765,9.941,2.229,4
4.854,1.49,14.273,7.564,9.209,0.688,8.619,6.095,0.926,58.598,0.656,0.311,0.583,0.029,0.029,0.757,0.875,24.5,3.5,5
4.568,1.341,13.37,5.445,7.475,0.551,10.474,7.406,0.899,47.046,0.612,0.267,0.602,0.036,0.036,0.692,0.78,35.864,4.235,5
4.391,1.35,14.071,5.831,6.597,0.553,7.766,5.491,0.888,37.186,0.619,0.262,0.475,0.066,0.066,0.639,0.625,12.5,2.5,2
4.78,1.43,10.0,5.184,7.912,0.83,8.3,5.869,0.96,104.794,0.63,0.254,0.619,0.079,0.079,0.921,0.875,12.25,2.475,5
4.7,1.306,11.852,4.446,7.928,0.566,10.118,7.155,0.901,47.426,0.672,0.34,0.53,0.056,0.056,0.628,0.521,19.781,3.145,5
4.723,1.395,13.085,5.975,8.291,0.505,14.036,9.925,0.897,52.128,0.655,0.279,0.543,0.069,0.069,0.626,0.638,57.447,5.359,5
4.366,1.356,11.885,5.046,6.07,0.579,10.183,7.2,0.905,49.288,0.66,0.26,0.559,0.059,0.059,0.686,0.679,24.453,3.497,4
4.725,1.389,11.133,5.145,7.904,0.593,7.661,5.417,0.898,40.383,0.605,0.238,0.614,0.03,0.03,0.733,0.708,12.042,2.454,4
4.56,1.336,15.35,6.155,7.718,0.564,9.874,6.982,0.9,46.301,0.635,0.251,0.569,0.041,0.041,0.718,0.776,29.469,3.839,2
4.861,1.44,11.067,5.715,8.652,0.699,9.003,6.366,0.93,63.049,0.657,0.266,0.56,0.018,0.018,0.761,0.655,12.448,2.495,4
4.846,1.472,16.952,8.39,9.492,0.508,9.593,6.783,0.885,39.951,0.61,0.281,0.47,0.078,0.078,0.636,0.59,21.246,3.259,2
4.824,1.39,14.643,6.526,9.099,0.673,9.638,6.815,0.926,61.345,0.629,0.279,0.566,0.039,0.039,0.798,0.833,25.0,3.536,5
4.724,1.408,13.51,6.292,8.367,0.492,12.67,8.959,0.891,47.275,0.659,0.328,0.486,0.057,0.057,0.596,0.594,50.524,5.026,5
4.567,1.376,9.097,4.193,6.432,0.628,10.54,7.453,0.917,57.525,0.631,0.404,0.478,0.056,0.056,0.736,0.653,30.681,3.917,4
4.337,1.361,20.2,8.352,6.933,0.619,8.795,6.219,0.91,48.573,0.629,0.354,0.449,0.071,0.071,0.717,0.644,18.689,3.057,1
4.488,1.364,18.615,7.761,7.651,0.5,7.778,5.5,0.874,33.181,0.566,0.292,0.474,0.102,0.102,0.65,0.675,18.225,3.019,2
4.859,1.415,12.267,5.889,8.898,0.558,13.109,9.27,0.908,56.276,0.649,0.268,0.567,0.056,0.056,0.701,0.719,49.594,4.98,5
4.267,1.368,19.0,7.967,6.453,0.457,7.19,5.084,0.858,28.578,0.571,0.298,0.574,0.05,0.05,0.567,0.548,12.595,2.51,1
4.546,1.389,9.818,4.628,6.554,0.722,7.506,5.307,0.93,58.327,0.63,0.294,0.544,0.029,0.029,0.809,0.85,14.45,2.688,4
4.215,1.241,10.233,3.045,4.827,0.518,9.075,6.417,0.885,39.052,0.609,0.332,0.492,0.059,0.059,0.615,0.548,18.645,3.053,3
4.434,1.323,16.5,6.459,7.15,0.707,7.035,4.975,0.925,52.073,0.626,0.323,0.452,0.081,0.081,0.806,0.9,16.2,2.846,2
4.688,1.453,21.333,9.877,8.969,0.719,8.132,5.75,0.932,61.914,0.641,0.28,0.549,0.049,0.049,0.841,0.913,19.174,3.096,2
5.152,1.524,11.667,6.941,10.413,0.695,7.124,5.037,0.922,50.641,0.667,0.343,0.471,0.029,0.029,0.771,0.583,8.167,2.021,5
4.484,1.302,14.0,5.229,7.107,0.698,7.84,5.543,0.926,55.848,0.635,0.313,0.475,0.087,0.087,0.813,0.88,19.36,3.111,2
4.267,1.333,15.0,5.993,6.035,0.686,7.026,4.968,0.919,48.476,0.629,0.303,0.455,0.076,0.076,0.758,0.8,12.8,2.53,2
4.246,1.286,18.667,6.861,6.309,0.582,9.741,6.888,0.904,47.956,0.611,0.292,0.532,0.076,0.076,0.743,0.82,33.62,4.1,1
4.554,1.399,18.143,7.993,7.979,0.546,10.656,7.535,0.898,47.069,0.614,0.252,0.491,0.051,0.051,0.654,0.695,28.492,3.774,1
4.938,1.52,13.594,7.642,9.576,0.561,11.699,8.272,0.905,52.266,0.641,0.283,0.523,0.054,0.054,0.663,0.684,36.911,4.296,5
4.61,1.276,8.75,2.882,6.538,0.657,6.734,4.761,0.91,42.7,0.676,0.352,0.535,0.085,0.085,0.69,0.72,12.96,2.546,3
4.579,1.359,10.357,4.481,6.895,0.697,8.388,5.931,0.927,58.901,0.579,0.31,0.512,0.048,0.048,0.869,0.846,18.615,3.051,4
5.241,1.611,54.0,24.481,12.895,0.704,5.171,3.657,0.912,37.655,0.648,0.371,0.514,0.029,0.029,0.743,0.769,7.692,1.961,1
4.238,1.238,13.667,4.346,5.681,0.64,8.199,5.798,0.913,48.574,0.628,0.33,0.476,0.049,0.049,0.699,0.676,15.559,2.789,5
4.589,1.294,7.794,2.723,6.007,0.611,9.952,7.037,0.912,52.595,0.683,0.32,0.431,0.077,0.077,0.702,0.621,22.345,3.343,3
4.737,1.447,13.571,6.782,8.451,0.721,9.939,7.028,0.938,74.015,0.611,0.284,0.595,0.034,0.034,0.819,0.848,23.758,3.447,5
4.866,1.555,13.97,8.211,9.231,0.575,12.342,8.727,0.91,56.231,0.672,0.165,0.632,0.035,0.035,0.652,0.725,26.843,3.664,1
4.783,1.337,10.375,4.237,8.037,0.735,6.696,4.735,0.93,54.874,0.711,0.373,0.407,0.068,0.068,0.746,0.727,11.636,2.412,3
4.72,1.405,16.667,7.489,8.762,0.457,11.186,7.91,0.877,40.198,0.605,0.287,0.559,0.069,0.069,0.59,0.635,41.885,4.576,5
4.393,1.348,19.286,7.84,7.176,0.57,9.372,6.627,0.9,45.187,0.611,0.345,0.43,0.073,0.073,0.685,0.632,22.737,3.372,1
4.671,1.371,10.0,4.493,7.307,0.686,9.937,7.026,0.929,65.464,0.676,0.331,0.514,0.056,0.056,0.754,0.723,24.596,3.507,5
5.287,1.575,15.083,8.873,11.741,0.691,9.291,6.57,0.929,62.976,0.657,0.277,0.622,0.05,0.05,0.782,0.879,25.485,3.57,5
4.587,1.419,18.737,8.456,8.216,0.525,9.911,7.008,0.89,42.503,0.59,0.286,0.481,0.11,0.11,0.686,0.633,24.067,3.469,2
4.747,1.386,10.71,4.936,7.924,0.53,9.659,6.83,0.891,42.124,0.645,0.327,0.481,0.079,0.079,0.617,0.7,34.3,4.141,4
4.694,1.41,14.889,6.86,8.405,0.701,8.12,5.742,0.928,58.22,0.657,0.273,0.636,0.045,0.045,0.773,0.75,13.5,2.598,4
4.932,1.382,12.257,5.501,9.308,0.601,12.456,8.808,0.916,60.64,0.618,0.291,0.555,0.042,0.042,0.747,0.74,42.195,4.593,5
4.968,1.576,13.889,8.423,9.79,0.672,7.513,5.313,0.918,49.389,0.688,0.174,0.721,0.0,0.0,0.709,0.733,8.067,2.008,4
4.22,1.27,13.25,4.569,5.514,0.597,7.534,5.327,0.898,40.265,0.585,0.269,0.548,0.054,0.054,0.688,0.72,12.96,2.546,2
4.852,1.386,9.778,4.582,8.248,0.773,7.249,5.126,0.942,69.054,0.773,0.294,0.588,0.044,0.044,0.794,0.85,14.45,2.688,3
4.991,1.53,17.684,9.358,10.376,0.634,11.62,8.217,0.922,63.059,0.619,0.269,0.505,0.067,0.067,0.817,0.804,36.161,4.252,1
4.159,1.248,12.545,4.031,5.05,0.42,9.875,6.982,0.863,34.225,0.572,0.418,0.418,0.063,0.063,0.573,0.606,48.485,4.924,2
4.879,1.341,7.583,3.187,7.522,0.654,8.821,6.237,0.918,53.756,0.687,0.256,0.496,0.12,0.12,0.712,0.719,16.531,2.875,3
4.349,1.309,11.462,4.323,5.885,0.705,8.602,6.082,0.93,61.886,0.644,0.385,0.438,0.063,0.063,0.802,0.73,19.703,3.139,4
4.903,1.512,17.762,9.18,9.895,0.491,9.475,6.7,0.88,38.111,0.641,0.289,0.519,0.054,0.054,0.59,0.594,24.362,3.49,1
4.569,1.361,14.302,6.047,7.626,0.512,12.702,8.982,0.896,49.461,0.655,0.293,0.543,0.087,0.087,0.65,0.669,52.89,5.142,5
4.984,1.46,9.0,5.152,8.723,0.714,5.669,4.009,0.919,43.066,0.603,0.263,0.605,0.053,0.053,0.842,0.9,8.1,2.012,5
4.394,1.343,13.111,5.373,6.461,0.496,10.771,7.616,0.886,42.415,0.585,0.315,0.471,0.08,0.08,0.641,0.575,28.736,3.79,2
4.893,1.455,14.235,7.125,9.421,0.587,9.128,6.455,0.903,46.07,0.653,0.316,0.563,0.07,0.07,0.677,0.76,28.88,3.8,5
4.443,1.386,12.154,5.506,6.557,0.627,7.876,5.569,0.908,45.168,0.589,0.269,0.473,0.075,0.075,0.742,0.8,16.0,2.828,2
4.713,1.44,12.5,6.277,8.132,0.733,8.981,6.351,0.938,71.237,0.687,0.252,0.524,0.087,0.087,0.816,0.885,20.346,3.19,4
4.421,1.441,9.667,5.188,5.805,0.634,7.64,5.402,0.909,44.943,0.634,0.348,0.576,0.011,0.011,0.717,0.719,16.531,2.875,4
4.346,1.359,9.75,4.248,5.416,0.821,7.247,5.124,0.955,87.432,0.679,0.283,0.585,0.094,0.094,0.868,0.867,11.267,2.373,3
4.726,1.422,17.714,8.099,8.899,0.556,10.732,7.589,0.901,48.514,0.653,0.267,0.584,0.058,0.058,0.667,0.708,32.554,4.034,5
4.733,1.408,10.909,5.283,7.899,0.708,7.759,5.487,0.928,57.236,0.717,0.326,0.442,0.093,0.093,0.779,0.786,17.286,2.94,4
4.43,1.356,9.643,4.166,5.848,0.733,8.521,6.025,0.937,68.079,0.578,0.269,0.551,0.103,0.103,0.846,0.762,12.19,2.469,4
4.246,1.275,8.364,2.721,4.356,0.587,9.751,6.895,0.905,48.58,0.645,0.354,0.545,0.039,0.039,0.713,0.603,22.921,3.385,3
4.801,1.454,12.583,6.47,8.639,0.586,10.185,7.202,0.906,50.147,0.619,0.358,0.524,0.043,0.043,0.658,0.657,28.896,3.801,4
4.976,1.543,11.136,6.959,9.305,0.62,9.711,6.867,0.913,52.871,0.637,0.282,0.545,0.058,0.058,0.744,0.682,20.455,3.198,4
4.167,1.235,10.154,2.941,4.535,0.629,7.224,5.108,0.905,42.086,0.697,0.272,0.641,0.033,0.033,0.674,0.64,10.24,2.263,3
4.162,1.283,16.5,5.982,5.628,0.677,6.734,4.761,0.915,45.282,0.596,0.339,0.458,0.068,0.068,0.763,0.85,14.45,2.688,2
4.752,1.396,10.643,5.033,7.933,0.678,8.274,5.851,0.922,54.779,0.651,0.278,0.619,0.062,0.062,0.763,0.778,16.333,2.858,4
4.394,1.311,7.765,2.903,4.906,0.765,8.791,6.216,0.945,79.57,0.583,0.286,0.571,0.039,0.039,0.857,0.909,18.182,3.015,4
4.734,1.431,18.167,8.383,8.986,0.679,7.088,5.012,0.917,47.833,0.615,0.254,0.537,0.06,0.06,0.716,0.824,11.529,2.401,2
4.744,1.444,11.25,5.842,8.043,0.811,7.695,5.441,0.953,87.929,0.689,0.29,0.565,0.048,0.048,0.839,0.833,12.5,2.5,3
4.338,1.248,11.083,3.46,5.737,0.699,8.064,5.702,0.927,57.427,0.609,0.309,0.444,0.074,0.074,0.765,0.72,12.96,2.546,4
